id_,n_bedrooms,n_bathrooms,area,zipcode,price,bedroom,bathroom,kitchen,frontal
73,4.0,3.0,2256.0,62214.0,144900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/73_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/73_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/73_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/73_frontal.jpg
74,3.0,2.0,2154.0,60002.0,349900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/74_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/74_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/74_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/74_frontal.jpg
75,4.0,3.5,2116.0,60002.0,229000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/75_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/75_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/75_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/75_frontal.jpg
76,3.0,2.0,1600.0,62214.0,184900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/76_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/76_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/76_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/76_frontal.jpg
77,3.0,2.5,2172.0,60002.0,225000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/77_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/77_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/77_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/77_frontal.jpg
78,4.0,2.5,3316.0,60046.0,289900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/78_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/78_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/78_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/78_frontal.jpg
79,4.0,2.0,7841.0,60016.0,299000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/79_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/79_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/79_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/79_frontal.jpg
80,3.0,2.0,1200.0,60016.0,224900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/80_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/80_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/80_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/80_frontal.jpg
81,4.0,2.5,2464.0,91901.0,599000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/81_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/81_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/81_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/81_frontal.jpg
82,2.0,2.0,1845.0,91901.0,529800.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/82_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/82_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/82_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/82_frontal.jpg
83,2.0,1.0,1184.0,91901.0,397500.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/83_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/83_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/83_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/83_frontal.jpg
84,4.0,2.5,3060.0,91901.0,699999.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/84_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/84_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/84_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/84_frontal.jpg
85,3.0,2.5,2733.0,91901.0,689000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/85_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/85_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/85_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/85_frontal.jpg
86,3.0,2.0,1706.0,91901.0,529000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/86_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/86_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/86_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/86_frontal.jpg
87,5.0,4.5,4886.0,91901.0,1430000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/87_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/87_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/87_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/87_frontal.jpg
88,4.0,3.5,3029.0,91901.0,825000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/88_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/88_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/88_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/88_frontal.jpg
89,4.0,2.5,2620.0,91901.0,619000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/89_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/89_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/89_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/89_frontal.jpg
90,7.0,4.0,2929.0,91901.0,625000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/90_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/90_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/90_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/90_frontal.jpg
91,4.0,3.5,3328.0,91901.0,1095000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/91_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/91_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/91_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/91_frontal.jpg
92,3.0,2.0,2250.0,91901.0,625000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/92_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/92_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/92_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/92_frontal.jpg
93,3.0,2.5,2836.0,91901.0,979000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/93_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/93_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/93_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/93_frontal.jpg
94,2.0,2.5,1499.0,91901.0,539000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/94_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/94_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/94_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/94_frontal.jpg
95,3.0,2.0,960.0,91901.0,65000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/95_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/95_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/95_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/95_frontal.jpg
96,3.0,2.0,2671.0,91901.0,521500.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/96_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/96_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/96_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/96_frontal.jpg
97,5.0,3.0,3747.0,91901.0,925000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/97_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/97_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/97_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/97_frontal.jpg
98,3.0,2.5,1675.0,91901.0,470000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/98_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/98_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/98_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/98_frontal.jpg
99,4.0,2.5,3115.0,93446.0,629000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/99_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/99_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/99_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/99_frontal.jpg
100,4.0,3.5,3426.0,91901.0,679000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/100_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/100_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/100_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/100_frontal.jpg
101,3.0,2.0,1288.0,91901.0,549000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/101_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/101_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/101_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/101_frontal.jpg
102,4.0,4.0,4042.0,91901.0,769000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/102_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/102_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/102_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/102_frontal.jpg
103,2.0,2.0,1005.0,91901.0,245900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/103_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/103_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/103_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/103_frontal.jpg
104,4.0,2.5,2726.0,91901.0,644900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/104_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/104_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/104_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/104_frontal.jpg
105,3.0,3.0,1937.0,91901.0,895000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/105_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/105_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/105_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/105_frontal.jpg
106,3.0,2.5,2445.0,91901.0,699000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/106_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/106_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/106_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/106_frontal.jpg
107,3.0,2.0,1826.0,93446.0,529000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/107_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/107_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/107_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/107_frontal.jpg
108,4.0,3.5,1084.0,91901.0,875000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/108_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/108_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/108_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/108_frontal.jpg
109,4.0,3.0,3706.0,91901.0,848000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/109_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/109_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/109_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/109_frontal.jpg
110,5.0,4.5,4874.0,91901.0,1499000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/110_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/110_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/110_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/110_frontal.jpg
111,4.0,3.0,3277.0,91901.0,669000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/111_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/111_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/111_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/111_frontal.jpg
112,3.0,3.5,4289.0,91901.0,1195000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/112_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/112_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/112_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/112_frontal.jpg
113,5.0,3.5,3778.0,91901.0,949000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/113_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/113_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/113_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/113_frontal.jpg
114,4.0,3.0,1613.0,91901.0,749900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/114_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/114_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/114_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/114_frontal.jpg
115,3.0,2.0,1382.0,92021.0,429900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/115_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/115_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/115_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/115_frontal.jpg
116,3.0,2.5,3300.0,92021.0,935000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/116_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/116_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/116_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/116_frontal.jpg
117,4.0,2.0,1771.0,92021.0,475000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/117_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/117_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/117_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/117_frontal.jpg
118,3.0,2.5,1915.0,92021.0,485000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/118_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/118_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/118_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/118_frontal.jpg
119,3.0,2.5,1680.0,92021.0,389000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/119_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/119_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/119_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/119_frontal.jpg
120,4.0,2.0,1696.0,92021.0,379000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/120_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/120_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/120_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/120_frontal.jpg
121,4.0,2.0,2150.0,92021.0,578000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/121_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/121_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/121_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/121_frontal.jpg
122,3.0,2.0,1611.0,92021.0,575000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/122_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/122_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/122_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/122_frontal.jpg
123,5.0,3.0,4200.0,92021.0,799000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/123_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/123_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/123_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/123_frontal.jpg
124,4.0,2.5,2319.0,92021.0,699800.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/124_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/124_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/124_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/124_frontal.jpg
125,4.0,4.5,3885.0,92021.0,825500.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/125_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/125_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/125_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/125_frontal.jpg
126,6.0,6.5,7000.0,92677.0,3850000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/126_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/126_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/126_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/126_frontal.jpg
127,4.0,2.5,6000.0,92677.0,869000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/127_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/127_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/127_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/127_frontal.jpg
128,2.0,2.5,915.0,92677.0,347000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/128_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/128_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/128_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/128_frontal.jpg
129,4.0,3.0,2965.0,92677.0,1349000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/129_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/129_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/129_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/129_frontal.jpg
130,3.0,3.0,1825.0,92677.0,685000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/130_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/130_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/130_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/130_frontal.jpg
131,4.0,3.5,3100.0,92677.0,1499999.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/131_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/131_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/131_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/131_frontal.jpg
132,3.0,2.0,1235.0,92677.0,469900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/132_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/132_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/132_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/132_frontal.jpg
133,3.0,2.5,2248.0,92677.0,1199000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/133_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/133_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/133_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/133_frontal.jpg
134,7.0,7.0,3265.0,92677.0,1200000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/134_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/134_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/134_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/134_frontal.jpg
135,2.0,1.0,839.0,92677.0,324999.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/135_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/135_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/135_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/135_frontal.jpg
136,4.0,3.5,2441.0,92677.0,895500.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/136_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/136_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/136_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/136_frontal.jpg
137,3.0,3.5,2800.0,92677.0,1399999.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/137_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/137_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/137_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/137_frontal.jpg
138,1.0,1.0,800.0,92677.0,335000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/138_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/138_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/138_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/138_frontal.jpg
139,2.0,2.0,1171.0,92677.0,389900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/139_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/139_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/139_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/139_frontal.jpg
140,2.0,2.0,1935.0,92677.0,738000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/140_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/140_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/140_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/140_frontal.jpg
141,3.0,2.5,1819.0,92677.0,798800.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/141_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/141_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/141_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/141_frontal.jpg
142,3.0,2.5,1950.0,92677.0,895000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/142_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/142_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/142_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/142_frontal.jpg
143,3.0,2.0,1303.0,92677.0,619000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/143_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/143_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/143_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/143_frontal.jpg
144,4.0,3.0,2614.0,92677.0,1045000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/144_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/144_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/144_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/144_frontal.jpg
